PDB codes,VDWAALS 1,EEL 1,EGB 1,ESURF 1,GGAS 1,GSOLV 1,TOTAL 1,VDWAALS 2,EEL 2,EGB 2,ESURF 2,GGAS 2,GSOLV 2,TOTAL 2,Output
"6eo7 , 1wwe",-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,-89.9,-1356.54,1369.99,-11.95,-1446.44,1358.04,-88.4,1
"6eo7 , 1wwf",-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,1
"6eo7 , 1wwg",-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,1
"6eo7 , 1zzi",-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,1
"6eo7 , 2b6g",-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,-32.62,-2351.98,2361.59,-4.95,-2384.6,2356.64,-27.96,1
"6eo7 , 2err",-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,-97.46,-560.92,590.08,-11.74,-658.38,578.34,-80.04,1
"6eo7 , 2gkd",-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,-34.48,-1506.27,1521.0,-5.32,-1540.75,1515.67,-25.08,1
"6eo7 , 2glo",-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,1
"6eo7 , 2kh9",-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,-49.13,-508.76,534.32,-5.94,-557.89,528.38,-29.51,1
"6eo7 , 2l41",-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,-31.83,-226.28,237.63,-4.44,-258.1,233.19,-24.91,1
"6eo7 , 2leb",-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,1
"6eo7 , 2lec",-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,-113.05,-619.56,647.62,-13.8,-732.61,633.82,-98.79,1
"6eo7 , 2mki",-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,-85.56,-260.76,305.67,-10.57,-346.32,295.11,-51.21,1
"6eo7 , 2mkk",-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,-104.7,-933.14,955.84,-14.51,-1037.84,941.33,-96.51,1
"6eo7 , 3moj",-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,0
"6eo7 , 3rn2",-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,1
"6eo7 , 4hid",-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,1
"6eo7 , 4hik",-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,-107.19,-610.01,637.28,-12.58,-717.2,624.71,-92.49,1
"6eo7 , 4him",-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,-114.69,-645.74,676.69,-13.7,-760.43,663.0,-97.43,1
"6eo7 , 4hio",-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,1
"6eo7 , 4hj7",-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,1
"6eo7 , 4hj8",-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,-113.49,-720.46,739.96,-13.55,-833.96,726.41,-107.55,1
"6eo7 , 4pdb",-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,-104.98,-3775.83,3832.27,-12.29,-3880.82,3819.98,-60.84,1
"6eo7 , 5wwe",-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,-78.63,-1194.77,1191.48,-10.79,-1273.4,1180.7,-92.7,1
"6eo7 , 5wwg",-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,-88.97,-961.3,981.35,-10.73,-1050.27,970.62,-79.65,1
"6eo7 , 5wzg",-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,-204.74,124.91,-79.29,-24.81,-79.83,-104.11,-183.93,1
"6eo7 , 5wzj",-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,-230.34,130.79,-82.34,-28.29,-99.55,-110.64,-210.19,1
"6eo7 , 5wzk",-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,1
"6eo7 , 5z6z",-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,1
"6eo7 , 6eo6",-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,1
"6eo7 , 5ytx",-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,1
"6eo7 , 5ytv",-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,1
"6eo7 , 5ytt",-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,1
"6eo7 , 5yts",-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,-57.48,-136.57,171.71,-7.0,-194.05,164.71,-29.34,1
"5ytx , 1exd",-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,-297.43,2853.31,-2769.4,-39.57,2555.87,-2808.97,-253.1,0
"5ytx , 1il2",-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,-377.15,14928.76,-14798.97,-47.5,14551.61,-14846.48,-294.87,1
"5ytx , 1jbr",-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,-121.03,-7064.56,7121.25,-15.7,-7185.58,7105.55,-80.04,0
"5ytx , 1je8",-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,-309.02,-25367.65,25386.51,-44.66,-25676.67,25341.85,-334.82,0
"5ytx , 1omh",-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,0
"5ytx , 1osb",-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,0
"5ytx , 1rkj",-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,0
"5ytx , 1s03",-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,-247.91,-10623.74,10708.88,-30.83,-10871.65,10678.05,-193.59,0
"5ytx , 1s40",-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,0
"5ytx , 1u63",-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,-279.25,-34181.81,34208.24,-41.36,-34461.07,34166.88,-294.19,0
"5ytx , 1u6p",-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,-82.73,-8405.99,8420.14,-11.19,-8488.72,8408.95,-79.77,0
"5ytx , 1wwd",-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,-69.9,-995.71,1011.87,-8.73,-1065.6,1003.13,-62.47,0
"5ytx , 1wwe",-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,-89.9,-1356.54,1369.99,-11.95,-1446.44,1358.04,-88.4,0
"5ytx , 1wwf",-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,0
"5ytx , 1wwg",-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,0
"5ytx , 1zzi",-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,1
"5ytx , 2b6g",-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,-32.62,-2351.98,2361.59,-4.95,-2384.6,2356.64,-27.96,0
"5ytx , 2err",-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,-97.46,-560.92,590.08,-11.74,-658.38,578.34,-80.04,0
"5ytx , 2gkd",-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,-34.48,-1506.27,1521.0,-5.32,-1540.75,1515.67,-25.08,1
"5ytx , 2glo",-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,0
"5ytx , 2kh9",-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,-49.13,-508.76,534.32,-5.94,-557.89,528.38,-29.51,1
"5ytx , 2l41",-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,-31.83,-226.28,237.63,-4.44,-258.1,233.19,-24.91,1
"5ytx , 2leb",-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,0
"5ytx , 2lec",-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,-113.05,-619.56,647.62,-13.8,-732.61,633.82,-98.79,0
"5ytx , 2mki",-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,-85.56,-260.76,305.67,-10.57,-346.32,295.11,-51.21,1
"5ytx , 2mkk",-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,-104.7,-933.14,955.84,-14.51,-1037.84,941.33,-96.51,1
"5ytx , 3moj",-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,0
"5ytx , 3rn2",-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,0
"5ytx , 4hid",-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,0
"5ytx , 4hik",-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,-107.19,-610.01,637.28,-12.58,-717.2,624.71,-92.49,0
"5ytx , 4him",-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,-114.69,-645.74,676.69,-13.7,-760.43,663.0,-97.43,0
"5ytx , 4hio",-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,0
"5ytx , 4hj7",-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,0
"5ytx , 4hj8",-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,-113.49,-720.46,739.96,-13.55,-833.96,726.41,-107.55,0
"5ytx , 4pdb",-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,-104.98,-3775.83,3832.27,-12.29,-3880.82,3819.98,-60.84,0
"5ytx , 5wwe",-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,-78.63,-1194.77,1191.48,-10.79,-1273.4,1180.7,-92.7,0
"5ytx , 5wwg",-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,-88.97,-961.3,981.35,-10.73,-1050.27,970.62,-79.65,0
"5ytx , 5wzg",-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,-204.74,124.91,-79.29,-24.81,-79.83,-104.11,-183.93,0
"5ytx , 5wzj",-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,-230.34,130.79,-82.34,-28.29,-99.55,-110.64,-210.19,0
"5ytx , 5wzk",-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,0
"5ytx , 5z6z",-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,0
"5ytx , 6eo6",-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,0
"5ytx , 6eo7",-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,0
"5ytx , 5ytv",-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,0
"5ytx , 5ytt",-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,1
"5ytx , 5yts",-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,-57.48,-136.57,171.71,-7.0,-194.05,164.71,-29.34,1
"5ytv , 1exd",-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,-297.43,2853.31,-2769.4,-39.57,2555.87,-2808.97,-253.1,0
"5ytv , 1il2",-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,-377.15,14928.76,-14798.97,-47.5,14551.61,-14846.48,-294.87,1
"5ytv , 1jbr",-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,-121.03,-7064.56,7121.25,-15.7,-7185.58,7105.55,-80.04,0
"5ytv , 1je8",-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,-309.02,-25367.65,25386.51,-44.66,-25676.67,25341.85,-334.82,0
"5ytv , 1omh",-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,0
"5ytv , 1osb",-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,0
"5ytv , 1rkj",-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,0
"5ytv , 1s03",-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,-247.91,-10623.74,10708.88,-30.83,-10871.65,10678.05,-193.59,0
"5ytv , 1s40",-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,0
"5ytv , 1u63",-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,-279.25,-34181.81,34208.24,-41.36,-34461.07,34166.88,-294.19,0
"5ytv , 1u6p",-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,-82.73,-8405.99,8420.14,-11.19,-8488.72,8408.95,-79.77,0
"5ytv , 1wwd",-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,-69.9,-995.71,1011.87,-8.73,-1065.6,1003.13,-62.47,0
"5ytv , 1wwe",-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,-89.9,-1356.54,1369.99,-11.95,-1446.44,1358.04,-88.4,0
"5ytv , 1wwf",-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,0
"5ytv , 1wwg",-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,0
"5ytv , 1zzi",-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,1
"5ytv , 2b6g",-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,-32.62,-2351.98,2361.59,-4.95,-2384.6,2356.64,-27.96,0
"5ytv , 2err",-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,-97.46,-560.92,590.08,-11.74,-658.38,578.34,-80.04,0
"5ytv , 2gkd",-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,-34.48,-1506.27,1521.0,-5.32,-1540.75,1515.67,-25.08,1
"5ytv , 2glo",-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,0
"5ytv , 2kh9",-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,-49.13,-508.76,534.32,-5.94,-557.89,528.38,-29.51,1
"5ytv , 2l41",-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,-31.83,-226.28,237.63,-4.44,-258.1,233.19,-24.91,1
"5ytv , 2leb",-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,0
"5ytv , 2lec",-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,-113.05,-619.56,647.62,-13.8,-732.61,633.82,-98.79,0
"5ytv , 2mki",-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,-85.56,-260.76,305.67,-10.57,-346.32,295.11,-51.21,1
"5ytv , 2mkk",-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,-104.7,-933.14,955.84,-14.51,-1037.84,941.33,-96.51,1
"5ytv , 3moj",-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,0
"5ytv , 3rn2",-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,0
"5ytv , 4hid",-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,0
"5ytv , 4hik",-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,-107.19,-610.01,637.28,-12.58,-717.2,624.71,-92.49,0
"5ytv , 4him",-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,-114.69,-645.74,676.69,-13.7,-760.43,663.0,-97.43,0
"5ytv , 4hio",-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,0
"5ytv , 4hj7",-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,0
"5ytv , 4hj8",-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,-113.49,-720.46,739.96,-13.55,-833.96,726.41,-107.55,0
"5ytv , 4pdb",-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,-104.98,-3775.83,3832.27,-12.29,-3880.82,3819.98,-60.84,0
"5ytv , 5wwe",-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,-78.63,-1194.77,1191.48,-10.79,-1273.4,1180.7,-92.7,0
"5ytv , 5wwg",-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,-88.97,-961.3,981.35,-10.73,-1050.27,970.62,-79.65,0
"5ytv , 5wzg",-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,-204.74,124.91,-79.29,-24.81,-79.83,-104.11,-183.93,0
"5ytv , 5wzj",-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,-230.34,130.79,-82.34,-28.29,-99.55,-110.64,-210.19,0
"5ytv , 5wzk",-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,0
"5ytv , 5z6z",-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,0
"5ytv , 6eo6",-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,0
"5ytv , 6eo7",-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,0
"5ytv , 5ytx",-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,1
"5ytv , 5ytt",-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,1
"5ytv , 5yts",-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,-57.48,-136.57,171.71,-7.0,-194.05,164.71,-29.34,1
"5ytt , 1exd",-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,-297.43,2853.31,-2769.4,-39.57,2555.87,-2808.97,-253.1,0
"5ytt , 1il2",-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,-377.15,14928.76,-14798.97,-47.5,14551.61,-14846.48,-294.87,0
"5ytt , 1jbr",-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,-121.03,-7064.56,7121.25,-15.7,-7185.58,7105.55,-80.04,0
"5ytt , 1je8",-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,-309.02,-25367.65,25386.51,-44.66,-25676.67,25341.85,-334.82,0
"5ytt , 1omh",-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,0
"5ytt , 1osb",-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,0
"5ytt , 1rkj",-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,0
"5ytt , 1s03",-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,-247.91,-10623.74,10708.88,-30.83,-10871.65,10678.05,-193.59,0
"5ytt , 1s40",-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,0
"5ytt , 1u63",-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,-279.25,-34181.81,34208.24,-41.36,-34461.07,34166.88,-294.19,0
"5ytt , 1u6p",-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,-82.73,-8405.99,8420.14,-11.19,-8488.72,8408.95,-79.77,0
"5ytt , 1wwd",-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,-69.9,-995.71,1011.87,-8.73,-1065.6,1003.13,-62.47,0
"5ytt , 1wwe",-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,-89.9,-1356.54,1369.99,-11.95,-1446.44,1358.04,-88.4,0
"5ytt , 1wwf",-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,0
"5ytt , 1wwg",-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,0
"5ytt , 1zzi",-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,0
"5ytt , 2b6g",-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,-32.62,-2351.98,2361.59,-4.95,-2384.6,2356.64,-27.96,0
"5ytt , 2err",-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,-97.46,-560.92,590.08,-11.74,-658.38,578.34,-80.04,0
"5ytt , 2gkd",-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,-34.48,-1506.27,1521.0,-5.32,-1540.75,1515.67,-25.08,1
"5ytt , 2glo",-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,0
"5ytt , 2kh9",-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,-49.13,-508.76,534.32,-5.94,-557.89,528.38,-29.51,1
"5ytt , 2l41",-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,-31.83,-226.28,237.63,-4.44,-258.1,233.19,-24.91,1
"5ytt , 2leb",-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,0
"5ytt , 2lec",-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,-113.05,-619.56,647.62,-13.8,-732.61,633.82,-98.79,0
"5ytt , 2mki",-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,-85.56,-260.76,305.67,-10.57,-346.32,295.11,-51.21,1
"5ytt , 2mkk",-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,-104.7,-933.14,955.84,-14.51,-1037.84,941.33,-96.51,0
"5ytt , 3moj",-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,0
"5ytt , 3rn2",-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,0
"5ytt , 4hid",-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,0
"5ytt , 4hik",-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,-107.19,-610.01,637.28,-12.58,-717.2,624.71,-92.49,0
"5ytt , 4him",-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,-114.69,-645.74,676.69,-13.7,-760.43,663.0,-97.43,0
"5ytt , 4hio",-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,0
"5ytt , 4hj7",-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,0
"5ytt , 4hj8",-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,-113.49,-720.46,739.96,-13.55,-833.96,726.41,-107.55,0
"5ytt , 4pdb",-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,-104.98,-3775.83,3832.27,-12.29,-3880.82,3819.98,-60.84,0
"5ytt , 5wwe",-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,-78.63,-1194.77,1191.48,-10.79,-1273.4,1180.7,-92.7,0
"5ytt , 5wwg",-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,-88.97,-961.3,981.35,-10.73,-1050.27,970.62,-79.65,0
"5ytt , 5wzg",-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,-204.74,124.91,-79.29,-24.81,-79.83,-104.11,-183.93,0
"5ytt , 5wzj",-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,-230.34,130.79,-82.34,-28.29,-99.55,-110.64,-210.19,0
"5ytt , 5wzk",-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,0
"5ytt , 5z6z",-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,0
"5ytt , 6eo6",-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,0
"5ytt , 6eo7",-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,0
